team_code,team_name,season,player_id,name,position,old_overall,new_overall,change,old_confidence,new_confidence,reason_for_change
ARI,Arizona Cardinals,1999,00-0002257,Tom Burke,DT,71,65,-6,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ARI,Arizona Cardinals,1999,00-0001114,Tommy Bennett,S,80,64,-16,0.45,0.45,Engine re-derivation after 1999 roster/override changes
ARI,Arizona Cardinals,1999,00-0008961,Trey Junkin,TE,67,64,-3,0.45,0.45,Engine re-derivation after 1999 roster/override changes
ARI,Arizona Cardinals,1999,00-0011764,Mike Moten,DT,71,63,-8,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ARI,Arizona Cardinals,1999,00-0003175,Mac Cody,WR,62,62,0,0.6,0.6,
ARI,Arizona Cardinals,1999,00-0010762,Andy McCullough,WR,59,59,0,0.6,0.6,
ARI,Arizona Cardinals,1999,00-0001919,Derek Brown,TE,58,54,-4,0.45,0.45,Engine re-derivation after 1999 roster/override changes
ARI,Arizona Cardinals,1999,00-0006410,Chris Greisen,QB,53,53,0,0.6,0.6,
ARI,Arizona Cardinals,1999,00-0010951,Dennis McKinley,RB,51,51,0,0.6,0.6,
ATL,Atlanta Falcons,1999,00-0000282,Morten Andersen,K,75,84,9,0.45,0.9,"All-time great kicker, still elite [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0002166,Ray Buchanan,CB,72,82,10,0.33,0.9,"Pro Bowl shutdown corner [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0010539,Terance Mathis,WR,89,82,-7,0.78,0.9,"Lead WR, 1016 yds [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0017592,Bob Whitfield,LT,74,80,6,0.33,0.9,"Longtime starting left tackle [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0002876,Chris Chandler,QB,81,80,-1,0.78,0.9,"Pro Bowl-caliber when healthy, injury-hit [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0001820,Keith Brooking,LB,72,80,8,0.33,0.9,"Ascending Pro Bowl-caliber linebacker [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0006684,Travis Hall,DT,71,80,9,0.33,0.9,"Pro Bowl-caliber interior anchor [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0015124,Chuck Smith,EDGE,72,78,6,0.33,0.9,"Pass rusher (injury-shortened) [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0002748,Marty Carter,S,71,77,6,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0006688,Bob Hallen,LG,71,76,5,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0001267,Greg Bishop,LG,71,76,5,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0016667,Jessie Tuggle,LB,72,76,4,0.33,0.9,"Veteran tackle machine (final years) [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0009173,Patrick Kerney,EDGE,72,76,4,0.33,0.9,"Ascending rookie edge [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0004543,Shane Dronett,DT,71,76,5,0.33,0.9,"Disruptive defensive tackle [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0004673,Tim Dwight,WR,77,76,-1,0.78,0.9,"Explosive returns + slot [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0006803,Byron Hanspard,RB,75,75,0,0.78,0.78,
ATL,Atlanta Falcons,1999,00-0014376,Craig Sauer,LB,71,75,4,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0010711,Todd McClure,C,71,75,4,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0010430,Whit Marshall,LB,72,75,3,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0013860,Eugene Robinson,S,71,74,3,0.33,0.9,"Aged veteran ballhawk safety [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0010646,Gerald McBurrows,S,71,74,3,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0000405,Lester Archambeau,EDGE,72,74,2,0.33,0.9,"Solid base defensive end [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0016505,Robbie Tobeck,C,71,74,3,0.33,0.9,"Starting center [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0009443,Brian Kozlowski,TE,73,73,0,0.78,0.78,
ATL,Atlanta Falcons,1999,00-0017787,Elijah Williams,CB,72,73,1,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0000316,Jamal Anderson,RB,51,73,22,0.6,0.9,"1998 All-Pro, torn ACL Week 2 (lost season) [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0002775,Johndale Carty,CB,72,73,1,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0014350,O.J. Santiago,TE,74,73,-1,0.78,0.9,"Receiving tight end [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0002970,Bob Christian,RB,80,72,-8,0.78,0.9,"Receiving fullback [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0002544,Chris Calloway,WR,72,72,0,0.78,0.9,"Veteran possession WR [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0008284,Ed Jasper,DT,71,71,0,0.33,0.33,
ATL,Atlanta Falcons,1999,00-0006728,Ruffin Hamilton,LB,72,71,-1,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,derrick-gardner,Derrick Gardner,CB,72,70,-2,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0012480,Ken Oxendine,RB,76,70,-6,0.78,0.9,"Committee back [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0002010,Omar Brown,CB,72,70,-2,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0003660,Henri Crockett,LB,71,69,-2,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0009110,Jeff Kelly,LB,71,69,-2,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0010792,Pellom McDaniels,EDGE,72,69,-3,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0012368,Winslow Oliver,RB,68,68,0,0.78,0.78,
ATL,Atlanta Falcons,1999,00-0003269,Calvin Collins,LG,71,67,-4,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0015842,Dan Stryzinski,P,75,67,-8,0.45,0.45,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0014255,Ephraim Salaam,LT,74,67,-7,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0013138,Jose Portilla,LT,74,67,-7,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0001478,Michael Booker,CB,72,66,-6,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0006299,Tony Graziani,QB,72,66,-6,0.78,0.9,"Backup QB [by ratings-overhaul-1999, 2026-06-08]"
ATL,Atlanta Falcons,1999,00-0001630,Ronnie Bradford,CB,72,65,-7,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0015957,Shawn Swayda,EDGE,72,65,-7,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0017796,Gene Williams,LG,71,64,-7,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0005903,Jammi German,WR,64,64,0,0.6,0.6,
ATL,Atlanta Falcons,1999,00-0012675,Jeff Paulk,RB,63,62,-1,0.45,0.45,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0012990,Evan Pilgrim,LG,71,61,-10,0.33,0.33,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0006994,Ronnie Harris,WR,61,61,0,0.6,0.6,
ATL,Atlanta Falcons,1999,00-0004495,Gary Downs,RB,63,60,-3,0.45,0.45,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0013695,Wally Richardson,QB,63,60,-3,0.45,0.45,Engine re-derivation after 1999 roster/override changes
ATL,Atlanta Falcons,1999,00-0009119,Reggie Kelly,TE,59,59,0,0.6,0.6,
ATL,Atlanta Falcons,1999,00-0000627,Eugene Baker,WR,55,55,0,0.6,0.6,
ATL,Atlanta Falcons,1999,00-0009007,Danny Kanell,QB,54,54,0,0.6,0.6,
ATL,Atlanta Falcons,1999,00-0011488,Rod Monroe,TE,51,51,0,0.6,0.6,
BAL,Baltimore Ravens,1999,00-0012322,Jonathan Ogden,LT,96,96,0,0.95,0.9,"Elite All-Pro left tackle [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0009889,Ray Lewis,LB,72,94,22,0.33,0.9,"All-Pro, best LB in football [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0018229,Rod Woodson,S,95,91,-4,0.95,0.9,"All-Pro safety, 7 INT ballhawk [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0015784,Matt Stover,K,75,86,11,0.45,0.9,"Elite accurate kicker [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0001544,Peter Boulware,LB,72,86,14,0.33,0.9,"Double-digit-sack edge [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0010749,Michael McCrary,EDGE,72,85,13,0.33,0.9,"11.5 sacks, Pro Bowl edge [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0010634,Chris McAlister,CB,72,82,10,0.33,0.9,"Ascending shutdown corner [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0013622,Errict Rhett,RB,82,82,0,0.78,0.78,
BAL,Baltimore Ravens,1999,00-0008059,Qadry Ismail,WR,87,82,-5,0.78,0.9,"Breakout deep threat, 1105 yds [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0015577,Duane Starks,CB,73,80,7,0.33,0.9,"Good young corner [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0000422,Justin Armour,WR,80,80,0,0.78,0.78,
BAL,Baltimore Ravens,1999,00-0015002,Tony Siragusa,DT,71,80,9,0.33,0.9,"Mountain NT, run anchor [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0016355,Bennie Thompson,CB,72,78,6,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0014725,Jamie Sharper,LB,72,78,6,0.33,0.9,"Solid every-down LB [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0004972,Chuck Evans,RB,77,77,0,0.78,0.78,
BAL,Baltimore Ravens,1999,00-0008339,DeRon Jenkins,CB,73,77,4,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0005377,Spencer Folau,LT,74,77,3,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0011803,Edwin Mulitalo,LG,71,76,5,0.33,0.9,"Young starting guard [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0009869,Jermaine Lewis,WR,72,76,4,0.78,0.9,"Pro Bowl returner + slot [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0017255,Keith Washington,EDGE,72,76,4,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0003838,Lional Dalton,DT,71,76,5,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0004472,Marques Douglas,EDGE,72,76,4,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0007661,Priest Holmes,RB,61,76,15,0.6,0.9,"Lead back (injury-limited 1999) [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0002294,Rob Burnett,EDGE,72,76,4,0.33,0.9,"Veteran defensive end [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0002908,Martin Chase,DT,71,75,4,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0012849,Tyrell Peters,LB,72,75,3,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0011411,Jeff Mitchell,C,71,74,3,0.33,0.9,"Starting center [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0007334,Kim Herring,S,80,74,-6,0.45,0.9,"Starting safety [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0008598,Pat Johnson,WR,74,74,0,0.78,0.78,
BAL,Baltimore Ravens,1999,00-0000722,Tony Banks,QB,75,74,-1,0.78,0.9,"Game-manager starter [by ratings-overhaul-1999, 2026-06-08]"
BAL,Baltimore Ravens,1999,00-0011390,Anthony Mitchell,CB,72,72,0,0.33,0.33,
BAL,Baltimore Ravens,1999,00-0010094,Clarence Love,CB,73,72,-1,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0006927,Corey Harris,CB,73,72,-1,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0001896,Cornell Brown,LB,72,72,0,0.33,0.33,
BAL,Baltimore Ravens,1999,00-0004172,Greg DeLong,TE,72,72,0,0.78,0.78,
BAL,Baltimore Ravens,1999,00-0002787,Stoney Case,QB,72,72,0,0.78,0.78,
BAL,Baltimore Ravens,1999,00-0012971,Aaron Pierce,TE,71,71,0,0.78,0.78,
BAL,Baltimore Ravens,1999,00-0015171,Fernando Smith,EDGE,72,69,-3,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0016591,James Trapp,CB,73,69,-4,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0013682,Kyle Richardson,P,75,69,-6,0.45,0.45,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0015958,Harry Swayne,LT,74,68,-6,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0011613,Stevon Moore,CB,73,68,-5,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0009941,Everett Lindsay,LG,71,67,-4,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0006208,Jay Graham,RB,63,67,4,0.45,0.45,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0000485,James Atkins,LT,74,66,-8,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0001307,Jeff Blackshear,LG,71,66,-5,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0017378,Larry Webster,DT,71,66,-5,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0016931,Tony Vinson,RB,63,66,3,0.45,0.45,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0013052,Anthony Poindexter,CB,72,65,-7,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0008097,Brad Jackson,LB,72,64,-8,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0017927,Sammy Williams,LT,74,64,-10,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0003944,Billy Davis,WR,62,62,0,0.6,0.6,
BAL,Baltimore Ravens,1999,00-0005366,Mike Flynn,LG,71,62,-9,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0016993,Frank Wainright,TE,62,60,-2,0.45,0.45,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0012317,A.J. Ofodile,TE,57,58,1,0.6,0.6,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0011932,Marcus Nash,WR,63,56,-7,0.45,0.45,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0015754,Brandon Stokley,WR,63,54,-9,0.45,0.45,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0011434,Scott Mitchell,QB,54,54,0,0.6,0.6,
BAL,Baltimore Ravens,1999,00-0003310,Ryan Collins,TE,52,53,1,0.6,0.6,Engine re-derivation after 1999 roster/override changes
BAL,Baltimore Ravens,1999,00-0000552,Obafemi Ayanbadejo,RB,51,51,0,0.6,0.6,
BUF,Buffalo Bills,1999,00-0015111,Bruce Smith,EDGE,97,94,-3,0.95,0.9,"All-Pro edge, future Hall of Famer [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0017277,Ted Washington,DT,71,88,17,0.33,0.9,"Elite run-stuffing nose tackle [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0011770,Eric Moulds,WR,86,86,0,0.78,0.9,"Pro Bowl WR, 994 yds [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0002041,Ruben Brown,LG,80,86,6,0.45,0.9,"Pro Bowl LG [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0009960,Jonathan Linton,RB,82,83,1,0.78,0.78,Engine re-derivation after 1999 roster/override changes
BUF,Buffalo Bills,1999,00-0005363,Doug Flutie,QB,85,82,-3,0.78,0.9,"Playoff QB, dual-threat, 19 pass TD [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0003563,Sam Cowart,LB,72,82,10,0.33,0.9,"Breakout tackle machine [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0018093,Antoine Winfield,CB,73,80,7,0.33,0.9,"Tough young cover/run-support CB [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0005822,Sam Gash,RB,79,80,1,0.78,0.78,Engine re-derivation after 1999 roster/override changes
BUF,Buffalo Bills,1999,00-0002975,Steve Christie,K,76,80,4,0.45,0.9,"Reliable veteran kicker [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0017860,Kevin R. Williams,WR,78,78,0,0.78,0.78,
BUF,Buffalo Bills,1999,00-0015314,Thomas Smith,CB,73,78,5,0.33,0.9,"Steady starting corner [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0013499,Andre Reed,WR,81,77,-4,0.78,0.9,"Veteran possession WR [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0008761,Henry Jones,S,69,77,8,0.45,0.9,"Veteran starting safety [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0005217,John Fina,LT,78,77,-1,0.45,0.9,"Steady starting LT [by ratings-overhaul-1999, 2026-06-08]"
BUF,Buffalo Bills,1999,00-0012059,Keith Newman,LB,72,77,5,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BUF,Buffalo Bills,1999,00-0010450,Manny Martin,CB,73,77,4,0.33,0.33,Engine re-derivation after 1999 roster/override changes
BUF,Buffalo Bills,1999,00-0017670,Marcellus Wiley,EDGE,72,77,5,0.33,0.9,"Ascending pass rusher [by ratings-overhaul-1999, 2026-06-08]"
