team_code,team_name,season,player_id,name,position,old_overall,new_overall,change,old_confidence,new_confidence,reason_for_change
ARI,Arizona Cardinals,2001,00-0020025,LeVar Woods,LB,71,76,5,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0020505,Adrian Wilson,CB,73,75,2,0.33,0.9,"Ascending rookie strong safety [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0002919,Corey Chavous,CB,73,75,2,0.33,0.9,"Versatile starting defensive back [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0014209,Johnny Rutledge,LB,71,75,4,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0014776,L.J. Shelton,LT,78,75,-3,0.45,0.9,"Starting left tackle [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0009360,Tom Knight,CB,73,75,2,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0020012,Andy Bowers,EDGE,71,74,3,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0004336,Chris Dishman,LG,80,74,-6,0.45,0.9,"Veteran starting guard [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0020307,Mario Fatafehi,DT,71,74,3,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0005560,Rob Fredrickson,LB,71,74,3,0.33,0.9,"Veteran starting linebacker [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0011601,Rob Moore,WR,72,74,2,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0004046,Russell Davis,DT,71,74,3,0.33,0.9,"Starting defensive tackle [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0003105,Anthony Clement,LT,82,73,-9,0.45,0.9,"Young starting tackle [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0020382,Kyle Vanden Bosch,EDGE,71,73,2,0.33,0.9,"Raw rookie pass rusher [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0008357,MarTay Jenkins,WR,79,73,-6,0.78,0.9,"Rotational deep threat [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0019535,Raynoch Thompson,LB,71,73,2,0.33,0.9,"Ascending starting linebacker [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0019641,Thomas Jones,RB,80,73,-7,0.78,0.9,"Disappointing former #7-pick back, 380 yds [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0020296,Bill Gramatica,K,71,72,1,0.33,0.9,"Rookie kicker [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0019469,David Barrett,CB,73,72,-1,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0010292,Joel Makovicka,RB,75,72,-3,0.78,0.9,"Lead-blocking fullback [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0019480,Mao Tosi,EDGE,72,72,0,0.33,0.33,
ARI,Arizona Cardinals,2001,00-0020383,Michael Stone,CB,73,72,-1,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0017148,Zack Walz,LB,71,72,1,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0006410,Chris Greisen,QB,68,71,3,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0019501,Sekou Sanyika,LB,71,71,0,0.33,0.33,
ARI,Arizona Cardinals,2001,00-0011439,Tywan Mitchell,TE,80,71,-9,0.78,0.9,"Rotational receiving tight end [by ratings-overhaul-2001, 2026-06-09]"
ARI,Arizona Cardinals,2001,00-0019302,Bryan Gilmore,WR,66,70,4,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0001907,Dave Brown,QB,74,70,-4,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0020026,Michael Young,LB,71,70,-1,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0020015,Mike Cook,LT,70,70,0,0.45,0.45,
ARI,Arizona Cardinals,2001,00-0001343,Cary Blanchard,K,71,69,-2,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0020024,Fred Wakefield,EDGE,71,69,-2,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0020018,Arnold Jackson,WR,69,68,-1,0.78,0.78,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0019766,Cedric Oglesby,K,71,68,-3,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0013028,Scott Player,P,69,68,-1,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0019492,Jabari Issa,EDGE,71,67,-4,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0020011,Jarvis Borum,LT,70,67,-3,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0019834,Nathan Hodel,C,69,67,-2,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0016041,Barron Tanner,DT,71,66,-5,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0006848,Terry Hardy,TE,66,66,0,0.6,0.6,
ARI,Arizona Cardinals,2001,00-0013623,Coby Rhinehart,CB,73,65,-8,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0020297,Marcus Bell,DT,71,65,-6,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0002257,Tom Burke,EDGE,72,64,-8,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0008961,Trey Junkin,TE,62,64,2,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0019518,Jason Starkey,C,69,63,-6,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0020022,Marcel Shipp,RB,62,62,0,0.45,0.45,
ARI,Arizona Cardinals,2001,00-0014589,Yusuf Scott,LG,77,62,-15,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0007047,Lawrence Hart,TE,62,61,-1,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0002380,Steve Bush,TE,58,57,-1,0.6,0.6,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0006516,Mike Gruttadauria,C,61,55,-6,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ARI,Arizona Cardinals,2001,00-0010951,Dennis McKinley,RB,51,50,-1,0.6,0.6,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0001820,Keith Brooking,LB,72,83,11,0.33,0.9,"Pro Bowl every-down linebacker [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0009173,Patrick Kerney,EDGE,72,80,8,0.33,0.9,"Ascending productive edge rusher [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0002166,Ray Buchanan,CB,82,80,-2,0.45,0.9,"Veteran ballhawk corner [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0002876,Chris Chandler,QB,83,79,-4,0.78,0.9,"Veteran starter when healthy, 16 TD [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0010539,Terance Mathis,WR,81,79,-2,0.78,0.9,"Veteran lead WR, 564 yds [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0006684,Travis Hall,DT,71,79,8,0.33,0.9,"Veteran interior anchor [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0020285,Alge Crumpler,TE,81,78,-3,0.78,0.9,"Promising rookie receiving tight end [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0000261,Ashley Ambrose,CB,82,78,-4,0.45,0.9,"Veteran starting corner [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0017592,Bob Whitfield,LT,74,78,4,0.33,0.9,"Longtime starting left tackle [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0003660,Henri Crockett,LB,72,78,6,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0018977,Maurice Smith,RB,82,78,-4,0.78,0.9,"Committee lead back, 760 yds [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0015957,Shawn Swayda,EDGE,72,78,6,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0017668,Chuck Wiley,EDGE,72,77,5,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0019488,Mareno Philyaw,WR,72,77,5,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0008313,Shawn Jefferson,WR,80,77,-3,0.78,0.9,"Veteran deep threat, 539 yds [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0015106,Brady Smith,EDGE,72,76,4,0.33,0.9,"Solid pass-rushing end [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0019770,Jay Feely,K,69,76,7,0.45,0.9,"Reliable rookie placekicker [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0010711,Todd McClure,C,71,76,5,0.33,0.9,"Solid starting center [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0002970,Bob Christian,RB,79,75,-4,0.78,0.9,"Receiving fullback, 392 rec yds [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0005231,Brian Finneran,WR,78,75,-3,0.78,0.9,"Rotational big receiver, 491 yds [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0001630,Ronnie Bradford,S,79,75,-4,0.45,0.9,"Starting safety [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0006688,Bob Hallen,LG,71,74,3,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0010646,Gerald McBurrows,S,75,74,-1,0.45,0.9,"Hard-hitting starting safety [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0020278,Matt Stewart,LB,72,74,2,0.33,0.9,"Ascending starting linebacker [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0020245,Mike Vick,QB,71,74,3,0.78,0.9,"Electric raw rookie #1 overall [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0004543,Shane Dronett,DT,71,74,3,0.33,0.9,"Disruptive defensive tackle [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0009443,Brian Kozlowski,TE,74,73,-1,0.78,0.78,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0004505,Chris Draft,LB,72,73,1,0.33,0.9,"Starting linebacker [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0007849,Chris Hudson,CB,71,73,2,0.45,0.9,"Veteran starting safety [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0009119,Reggie Kelly,TE,78,73,-5,0.78,0.9,"Blocking tight end [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0020260,Roberto Garza,LG,71,73,2,0.33,0.9,"Rookie starting guard [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0018960,Michael Thompson,LT,74,72,-2,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0018955,Travis Claridge,LG,71,72,1,0.33,0.9,"Young starting guard [by ratings-overhaul-2001, 2026-06-09]"
ATL,Atlanta Falcons,2001,00-0020220,Shawn Mills,WR,67,71,4,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0018957,Mark Simoneau,LB,72,70,-2,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0020215,Corey Brown,WR,67,68,1,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0011463,Chris Mohr,P,71,67,-4,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0020338,Corey Hall,CB,66,67,1,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0008284,Ed Jasper,DT,71,67,-4,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0002775,Johndale Carty,CB,79,67,-12,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0016321,Rodney Thomas,RB,68,67,-1,0.78,0.78,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0018968,Ron Moore,EDGE,72,67,-5,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0020263,Ronald Flemons,EDGE,72,67,-5,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0008934,Antony Jordan,LB,71,65,-6,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0019087,Doug Johnson,QB,65,65,0,0.6,0.6,
ATL,Atlanta Falcons,2001,00-0006148,Darrien Gordon,CB,71,64,-7,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0020262,Kynan Forney,LG,71,64,-7,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0016782,Artie Ulmer,LB,71,63,-8,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0020218,Dave Kadela,LT,74,63,-11,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0009110,Jeff Kelly,LB,72,63,-9,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0014255,Ephraim Salaam,LT,74,62,-12,0.33,0.33,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0017787,Elijah Williams,CB,66,60,-6,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0020340,Quentin McCord,WR,60,59,-1,0.6,0.6,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0020479,George Layne,RB,62,58,-4,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0018964,Darrick Vaughn,CB,58,57,-1,0.45,0.45,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0000316,Jamal Anderson,RB,53,52,-1,0.6,0.6,Engine re-derivation after 2001 roster/override changes
ATL,Atlanta Falcons,2001,00-0019146,Derek Rackley,TE,51,51,0,0.6,0.6,
ATL,Atlanta Falcons,2001,00-0008391,Travis Jervey,RB,50,50,0,0.6,0.6,
BAL,Baltimore Ravens,2001,00-0009889,Ray Lewis,LB,72,96,24,0.33,0.9,"Best defender in football, all-time anchor [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0012322,Jonathan Ogden,LT,96,95,-1,0.95,0.9,"Elite All-Pro left tackle [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0015784,Matt Stover,K,71,86,15,0.33,0.9,"Elite accurate kicker [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0001544,Peter Boulware,LB,72,86,14,0.33,0.9,"Pro Bowl edge, defense's premier rusher [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0010634,Chris McAlister,CB,82,85,3,0.45,0.9,"Ascending shutdown corner [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0014722,Shannon Sharpe,TE,90,85,-5,0.78,0.9,"Pro Bowl receiving tight end, 811 yds [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0018229,Rod Woodson,S,95,84,-11,0.95,0.9,"Veteran ballhawk safety [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0000065,Sam Adams,DT,71,84,13,0.33,0.9,"Pro Bowl run-stuffing tackle [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0008059,Qadry Ismail,WR,90,82,-8,0.78,0.9,"Lead deep threat, 1059 yds, 7 TD [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0015577,Duane Starks,CB,79,80,1,0.45,0.9,"Good ballhawk starting corner [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0014725,Jamie Sharper,LB,72,80,8,0.33,0.9,"Solid every-down linebacker [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0010749,Michael McCrary,EDGE,72,80,8,0.33,0.9,"Productive veteran pass-rushing end [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0011803,Edwin Mulitalo,LG,71,78,7,0.33,0.9,"Solid starting left guard [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0006300,Elvis Grbac,QB,79,78,-1,0.78,0.9,"Veteran starter, 15 TD/18 INT [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0015002,Tony Siragusa,DT,71,78,7,0.33,0.9,"Mountain nose-tackle run anchor [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0019721,Travis Taylor,WR,81,78,-3,0.78,0.9,"Ascending #2 receiver, 560 yds [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0008097,Brad Jackson,LB,72,76,4,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0020516,Todd Heap,TE,74,76,2,0.78,0.9,"Promising rookie receiving tight end [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0009212,Danny Kight,K,71,75,4,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0015754,Brandon Stokley,WR,78,74,-4,0.78,0.9,"Rotational slot receiver [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0020510,Kenyon Hambrick,WR,67,74,7,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0014616,Leon Searcy,LT,74,74,0,0.33,0.9,"Veteran starting right tackle [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0004472,Marques Douglas,EDGE,72,74,2,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0005366,Mike Flynn,C,71,74,3,0.33,0.9,"Starting center [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0000232,Terry Allen,RB,74,74,0,0.78,0.9,"Committee lead back, 658 yds [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0020472,Gary Baxter,CB,66,73,7,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0019684,Jason Thomas,LG,71,73,2,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0013682,Kyle Richardson,P,71,73,2,0.45,0.9,"Steady punter [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0017892,Moe Williams,RB,77,73,-4,0.78,0.9,"Third-down/committee back [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0019434,Bennie Anderson,LG,71,72,1,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0020450,Casey Rabach,C,71,72,1,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0019423,Jason Brookins,RB,73,72,-1,0.78,0.9,"Committee back, 551 yds [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0017378,Larry Webster,DT,71,72,1,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0003838,Lional Dalton,DT,71,72,1,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0000552,Obafemi Ayanbadejo,RB,76,72,-4,0.78,0.9,"Receiving back/fullback [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0019593,Adalius Thomas,EDGE,72,71,-1,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0020176,Albert Horsey,WR,67,71,4,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0006398,Kelly Gregg,DT,71,71,0,0.33,0.33,
BAL,Baltimore Ravens,2001,00-0001397,Orlando Bobo,LG,71,71,0,0.33,0.33,
BAL,Baltimore Ravens,2001,00-0017927,Sammy Williams,LT,74,71,-3,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0006927,Corey Harris,S,79,70,-9,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0016591,James Trapp,CB,71,70,-1,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0009869,Jermaine Lewis,WR,69,70,1,0.78,0.78,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0002294,Rob Burnett,EDGE,72,70,-2,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0005822,Sam Gash,RB,69,70,1,0.78,0.78,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0019693,Jamal Lewis,RB,62,69,7,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0003761,Randall Cunningham,QB,63,68,5,0.6,0.9,"Aged veteran backup [by ratings-overhaul-2001, 2026-06-09]"
BAL,Baltimore Ravens,2001,00-0011390,Anthony Mitchell,CB,62,67,5,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0018588,Alan Ricard,RB,62,66,4,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0009561,Carnell Lake,CB,82,65,-17,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0020304,Edgerton Hartwell,LB,72,65,-7,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0016906,Kipp Vickers,LT,74,65,-9,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0020152,Alvin Porter,CB,71,64,-7,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0007226,Dale Hellestrae,LT,74,64,-10,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0020509,Jonathan Burrough,TE,62,64,2,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0019494,Shannon Taylor,LB,72,64,-8,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0020325,Joe Maese,C,71,63,-8,0.33,0.33,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0008598,Pat Johnson,WR,61,62,1,0.6,0.6,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0019709,Chris Redman,QB,68,60,-8,0.45,0.45,Engine re-derivation after 2001 roster/override changes
BAL,Baltimore Ravens,2001,00-0019404,John Jones,TE,55,56,1,0.6,0.6,Engine re-derivation after 2001 roster/override changes
BUF,Buffalo Bills,2001,00-0011770,Eric Moulds,WR,86,86,0,0.78,0.9,"Star #1 WR, 904 yds, Pro Bowl-caliber [by ratings-overhaul-2001, 2026-06-09]"
BUF,Buffalo Bills,2001,00-0002041,Ruben Brown,LG,71,85,14,0.33,0.9,"Perennial Pro Bowl left guard [by ratings-overhaul-2001, 2026-06-09]"
BUF,Buffalo Bills,2001,00-0018093,Antoine Winfield,CB,79,83,4,0.45,0.9,"Tough cover/run-support corner [by ratings-overhaul-2001, 2026-06-09]"
BUF,Buffalo Bills,2001,00-0013232,Peerless Price,WR,86,82,-4,0.78,0.9,"Productive deep-threat #2, 895 yds, 7 TD [by ratings-overhaul-2001, 2026-06-09]"
