team_code,team_name,season,player_id,name,position,old_overall,new_overall,change,old_confidence,new_confidence,reason_for_change
ARI,Arizona Cardinals,2000,00-0014776,L.J. Shelton,LT,74,75,1,0.33,0.9,"Starting left tackle [by ratings-overhaul-2000, 2026-06-09]"
ARI,Arizona Cardinals,2000,00-0008357,MarTay Jenkins,WR,76,75,-1,0.78,0.78,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0001343,Cary Blanchard,K,75,74,-1,0.45,0.9,"Veteran kicker [by ratings-overhaul-2000, 2026-06-09]"
ARI,Arizona Cardinals,2000,00-0002919,Corey Chavous,S,71,74,3,0.33,0.9,"Versatile defensive back [by ratings-overhaul-2000, 2026-06-09]"
ARI,Arizona Cardinals,2000,00-0013042,Jake Plummer,QB,77,74,-3,0.78,0.9,"Turnover-prone starter, 12 TD/20 INT [by ratings-overhaul-2000, 2026-06-09]"
ARI,Arizona Cardinals,2000,00-0006516,Mike Gruttadauria,C,71,74,3,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0005560,Rob Fredrickson,LB,71,74,3,0.33,0.9,"Starting linebacker [by ratings-overhaul-2000, 2026-06-09]"
ARI,Arizona Cardinals,2000,00-0019641,Thomas Jones,RB,79,74,-5,0.78,0.9,"Rookie change-of-pace back [by ratings-overhaul-2000, 2026-06-09]"
ARI,Arizona Cardinals,2000,00-0002257,Tom Burke,EDGE,71,74,3,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0003105,Anthony Clement,LT,74,73,-1,0.33,0.9,"Young starting tackle [by ratings-overhaul-2000, 2026-06-09]"
ARI,Arizona Cardinals,2000,00-0012446,Brad Ottis,EDGE,71,73,2,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0006410,Chris Greisen,QB,73,73,0,0.6,0.6,
ARI,Arizona Cardinals,2000,00-0007660,Lester Holmes,LG,71,73,2,0.33,0.9,"Veteran starting guard [by ratings-overhaul-2000, 2026-06-09]"
ARI,Arizona Cardinals,2000,00-0016976,Andre Wadsworth,EDGE,71,72,1,0.33,0.9,"Former top pick, injury-limited edge [by ratings-overhaul-2000, 2026-06-09]"
ARI,Arizona Cardinals,2000,00-0019501,Sekou Sanyika,LB,71,72,1,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0005860,Chris Gedney,TE,71,71,0,0.78,0.78,
ARI,Arizona Cardinals,2000,00-0003045,Jon Clark,LT,74,71,-3,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0014209,Johnny Rutledge,LB,71,70,-1,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0015976,Rashod Swinger,DT,71,70,-1,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0016041,Barron Tanner,DT,71,69,-2,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0003175,Mac Cody,WR,70,69,-1,0.78,0.78,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0009360,Tom Knight,CB,72,69,-3,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0001114,Tommy Bennett,CB,72,69,-3,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0017148,Zack Walz,LB,71,69,-2,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0019469,David Barrett,CB,72,68,-4,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0019480,Mao Tosi,DT,71,68,-3,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0008961,Trey Junkin,TE,62,67,5,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0014618,Corey Sears,DT,71,66,-5,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0019299,Jordan Younger,CB,72,66,-6,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0011601,Rob Moore,WR,66,66,0,0.45,0.45,
ARI,Arizona Cardinals,2000,00-0019295,Sean Keenan,QB,63,66,3,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0010700,J.J. McCleskey,CB,72,65,-7,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0019302,Bryan Gilmore,WR,66,64,-2,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0004336,Chris Dishman,C,71,64,-7,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0019518,Jason Starkey,C,71,64,-7,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0003930,Norberto Davidds-Garrido,LG,71,64,-7,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0013028,Scott Player,P,69,64,-5,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0014589,Yusuf Scott,LG,71,64,-7,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0004046,Russell Davis,DT,71,63,-8,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0019492,Jabari Issa,DT,71,62,-9,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0010259,Mark Maddox,LB,71,62,-9,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0019535,Raynoch Thompson,LB,71,62,-9,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0010746,Tony McCoy,DT,71,61,-10,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0011439,Tywan Mitchell,WR,61,60,-1,0.6,0.6,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0010292,Joel Makovicka,RB,58,58,0,0.6,0.6,
ARI,Arizona Cardinals,2000,00-0019486,Jay Tant,TE,55,55,0,0.6,0.6,
ARI,Arizona Cardinals,2000,00-0001907,Dave Brown,QB,55,54,-1,0.6,0.6,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0010951,Dennis McKinley,RB,52,51,-1,0.6,0.6,Engine re-derivation after 2000 roster/override changes
ARI,Arizona Cardinals,2000,00-0018568,Clarence Williams,RB,51,50,-1,0.6,0.6,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0000282,Morten Andersen,K,75,84,9,0.45,0.9,"All-time great kicker, still elite [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0001820,Keith Brooking,LB,72,82,10,0.33,0.9,"Ascending Pro Bowl-caliber linebacker [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0002166,Ray Buchanan,CB,82,82,0,0.45,0.9,"Pro Bowl shutdown corner [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0009119,Reggie Kelly,TE,82,81,-1,0.78,0.78,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0000261,Ashley Ambrose,CB,82,80,-2,0.45,0.9,"Veteran ballhawk corner [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0017592,Bob Whitfield,LT,74,80,6,0.33,0.9,"Longtime starting left tackle [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0000316,Jamal Anderson,RB,85,80,-5,0.78,0.9,"Workhorse comeback, 1024 yds [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0010539,Terance Mathis,WR,84,80,-4,0.78,0.9,"Lead WR, 665 yds [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0006684,Travis Hall,DT,72,80,8,0.33,0.9,"Pro Bowl-caliber interior anchor [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0009443,Brian Kozlowski,TE,78,78,0,0.78,0.78,
ATL,Atlanta Falcons,2000,00-0002876,Chris Chandler,QB,77,78,1,0.78,0.9,"Pro Bowl-caliber when healthy (injury-hit) [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0009110,Jeff Kelly,LB,72,78,6,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0018957,Mark Simoneau,LB,72,78,6,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0009173,Patrick Kerney,EDGE,72,78,6,0.33,0.9,"Ascending edge rusher [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0008313,Shawn Jefferson,WR,83,78,-5,0.78,0.9,"Deep threat, 822 yds [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0001502,Chris Bordano,LB,71,77,6,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0015842,Dan Stryzinski,P,72,77,5,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0008934,Antony Jordan,LB,71,76,5,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0006688,Bob Hallen,LG,71,76,5,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0015106,Brady Smith,EDGE,72,76,4,0.33,0.9,"Solid pass-rushing end [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0014255,Ephraim Salaam,LT,74,76,2,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0003660,Henri Crockett,LB,72,76,4,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0002775,Johndale Carty,S,71,76,5,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0004543,Shane Dronett,DT,71,76,5,0.33,0.9,"Disruptive defensive tackle [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0015957,Shawn Swayda,DT,72,76,4,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0004673,Tim Dwight,WR,78,76,-2,0.78,0.9,"Explosive returns + slot [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0019086,Ryan Johanningmeier,LT,74,75,1,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0013493,Anthony Redmon,LG,71,74,3,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0002970,Bob Christian,RB,79,74,-5,0.78,0.9,"Receiving fullback [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0017668,Chuck Wiley,EDGE,72,74,2,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0016667,Jessie Tuggle,LB,72,74,2,0.33,0.9,"Veteran tackle machine (final year) [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0019089,Matt O'Neal,C,71,74,3,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0019088,Dallas Neil,P,72,73,1,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0018960,Michael Thompson,LT,74,73,-1,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0003547,Terry Cousin,CB,79,73,-6,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0010711,Todd McClure,C,71,73,2,0.33,0.9,"Starting center [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0004505,Chris Draft,LB,72,72,0,0.33,0.9,"Starting linebacker [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0002748,Marty Carter,S,71,72,1,0.33,0.9,"Veteran starting safety [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0015109,Brian Smith,LB,71,71,0,0.33,0.33,
ATL,Atlanta Falcons,2000,00-0018955,Travis Claridge,LG,71,71,0,0.33,0.9,"Rookie starting guard [by ratings-overhaul-2000, 2026-06-09]"
ATL,Atlanta Falcons,2000,00-0019332,Corey Atkins,LB,72,70,-2,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0012990,Evan Pilgrim,LG,71,70,-1,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0019488,Mareno Philyaw,WR,67,69,2,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0010646,Gerald McBurrows,S,71,67,-4,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0010792,Pellom McDaniels,EDGE,72,67,-5,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0001630,Ronnie Bradford,S,71,67,-4,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0012368,Winslow Oliver,RB,63,67,4,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0017787,Elijah Williams,CB,70,66,-4,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0000700,Chris Banks,LG,71,65,-6,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0019686,Wes Shivers,LG,71,65,-6,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0000627,Eugene Baker,WR,67,63,-4,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0016106,Henry Taylor,DT,71,63,-8,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0003269,Calvin Collins,C,71,62,-9,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0008284,Ed Jasper,DT,71,62,-9,0.33,0.33,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0005231,Brian Finneran,WR,61,61,0,0.6,0.6,
ATL,Atlanta Falcons,2000,00-0009007,Danny Kanell,QB,61,61,0,0.6,0.6,
ATL,Atlanta Falcons,2000,00-0005903,Jammi German,WR,60,60,0,0.6,0.6,
ATL,Atlanta Falcons,2000,00-0018964,Darrick Vaughn,CB,67,59,-8,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0004495,Gary Downs,RB,63,59,-4,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0019146,Derek Rackley,TE,67,58,-9,0.45,0.45,Engine re-derivation after 2000 roster/override changes
ATL,Atlanta Falcons,2000,00-0018977,Maurice Smith,RB,57,57,0,0.6,0.6,
ATL,Atlanta Falcons,2000,00-0019087,Doug Johnson,QB,55,55,0,0.6,0.6,
ATL,Atlanta Falcons,2000,00-0013785,Ron Rivers,RB,50,50,0,0.6,0.6,
BAL,Baltimore Ravens,2000,ray-lewis,Ray Lewis,LB,99,99,0,0.95,0.9,"DPOY, best defender in football, all-time anchor [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,jonathan-ogden,Jonathan Ogden,LT,94,95,1,0.95,0.9,"Elite All-Pro left tackle [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,rod-woodson,Rod Woodson,S,90,88,-2,0.95,0.9,"All-Pro ballhawk free safety [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,sam-adams,Sam Adams,DT,92,88,-4,0.73,0.9,"Pro Bowl run-stuffing tackle, dominant [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,shannon-sharpe,Shannon Sharpe,TE,88,87,-1,0.95,0.9,"Pro Bowl receiving tight end [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,matt-stover,Matt Stover,K,89,86,-3,0.73,0.9,"Elite accurate kicker [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,chris-mcalister,Chris McAlister,CB,92,85,-7,0.73,0.9,"Ascending shutdown corner [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,jamal-lewis,Jamal Lewis,RB,90,85,-5,0.73,0.9,"Powerful rookie workhorse, 1364 yds [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,peter-boulware,Peter Boulware,EDGE,92,85,-7,0.73,0.9,"Pro Bowl edge, anchor of all-time defense [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,michael-mccrary,Michael McCrary,EDGE,91,82,-9,0.73,0.9,"Pro Bowl edge rusher [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,duane-starks,Duane Starks,CB,90,80,-10,0.73,0.9,"Good young corner (SB pick-six) [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,jamie-sharper,Jamie Sharper,LB,90,80,-10,0.73,0.9,"Solid every-down linebacker [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,qadry-ismail,Qadry Ismail,WR,83,80,-3,0.73,0.9,"Lead deep threat [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,tony-siragusa,Tony Siragusa,DT,90,80,-10,0.73,0.9,"Mountain nose tackle, run anchor [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,edwin-mulitalo,Edwin Mulitalo,LG,88,78,-10,0.73,0.9,"Solid starting left guard [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,trent-dilfer,Trent Dilfer,QB,84,78,-6,0.73,0.9,"Game-manager starter on SB champion [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,harry-swayne,Harry Swayne,RT,87,74,-13,0.73,0.9,"Veteran starting right tackle [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,jeff-mitchell,Jeff Mitchell,C,87,74,-13,0.73,0.9,"Starting center [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,kim-herring,Kim Herring,S,87,74,-13,0.73,0.9,"Starting strong safety [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,kyle-richardson,Kyle Richardson,P,83,74,-9,0.73,0.9,"Steady punter [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,brandon-stokley,Brandon Stokley,WR,81,73,-8,0.73,0.9,"Rotational receiver [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,mike-flynn,Mike Flynn,RG,86,72,-14,0.73,0.9,"Starting right guard [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,patrick-johnson,Patrick Johnson,WR,79,72,-7,0.73,0.9,"Deep-threat #3 [by ratings-overhaul-2000, 2026-06-09]"
BAL,Baltimore Ravens,2000,robert-bailey,Robert Bailey,CB,82,72,-10,0.73,0.9,"Veteran nickel corner [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0011770,Eric Moulds,WR,91,87,-4,0.78,0.9,"Star #1 WR, 94 cat / 1326 yds, Pro Bowl [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0017277,Ted Washington,DT,72,86,14,0.33,0.9,"Elite run-stuffing Pro Bowl nose tackle [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0002041,Ruben Brown,LG,72,85,13,0.33,0.9,"Pro Bowl left guard [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0003563,Sam Cowart,LB,72,84,12,0.33,0.9,"Tackle-machine LB, Pro Bowl-caliber [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0018093,Antoine Winfield,CB,70,82,12,0.45,0.9,"Tough cover/run-support corner [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0017670,Marcellus Wiley,EDGE,72,80,8,0.33,0.9,"Breakout pass rusher, 10.5 sacks [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0013232,Peerless Price,WR,82,80,-2,0.78,0.9,"Ascending #2 deep threat, 690 yds [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0002975,Steve Christie,K,75,80,5,0.45,0.9,"Reliable veteran kicker [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0005363,Doug Flutie,QB,76,78,2,0.78,0.9,"Dual-threat split starter, kept BUF competitive [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0019611,Corey Moore,LB,72,77,5,0.33,0.33,Engine re-derivation after 2000 roster/override changes
BUF,Buffalo Bills,2000,00-0005434,Jay Foreman,LB,72,77,5,0.33,0.33,Engine re-derivation after 2000 roster/override changes
BUF,Buffalo Bills,2000,00-0005217,John Fina,LT,74,77,3,0.33,0.9,"Steady starting left tackle [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0008612,Rob Johnson,QB,76,77,1,0.78,0.9,"Split starter, 12 TD/6 INT when healthy [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0008761,Henry Jones,S,72,76,4,0.33,0.9,"Veteran starting safety [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0013728,Jay Riemersma,TE,83,76,-7,0.78,0.9,"Receiving tight end, 5 TD [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0006795,Phil Hansen,EDGE,72,76,4,0.33,0.9,"Solid veteran base end [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0019656,Travares Tillman,S,72,76,4,0.33,0.33,Engine re-derivation after 2000 roster/override changes
BUF,Buffalo Bills,2000,00-0000240,Victor Allotey,LG,72,76,4,0.33,0.33,Engine re-derivation after 2000 roster/override changes
BUF,Buffalo Bills,2000,00-0012437,Jerry Ostroski,C,72,75,3,0.33,0.9,"Solid starting interior lineman [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0007450,Raion Hill,S,72,75,3,0.33,0.33,Engine re-derivation after 2000 roster/override changes
BUF,Buffalo Bills,2000,00-0011463,Chris Mohr,P,69,74,5,0.45,0.45,Engine re-derivation after 2000 roster/override changes
BUF,Buffalo Bills,2000,00-0019508,DaShon Polk,LB,72,74,2,0.33,0.33,Engine re-derivation after 2000 roster/override changes
BUF,Buffalo Bills,2000,00-0010786,Jeremy McDaniel,WR,81,74,-7,0.78,0.9,"Rotational #3 receiver [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0007587,John Holecek,LB,72,74,2,0.33,0.9,"Every-down inside linebacker [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0002666,Keion Carpenter,S,72,74,2,0.33,0.9,"Ascending starting safety [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0012059,Keith Newman,LB,72,74,2,0.33,0.9,"Starting linebacker [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0008041,Ken Irvin,CB,79,74,-5,0.45,0.9,"Steady starting corner [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0017899,Pat Williams,DT,72,74,2,0.33,0.9,"Young rotational run-stuffer [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0013979,Sam Rogers,LB,72,74,2,0.33,0.9,"Veteran starting linebacker [by ratings-overhaul-2000, 2026-06-09]"
BUF,Buffalo Bills,2000,00-0019484,Sammy Morris,RB,74,74,0,0.78,0.78,
BUF,Buffalo Bills,2000,00-0015091,Antowain Smith,RB,72,73,1,0.78,0.78,Engine re-derivation after 2000 roster/override changes
BUF,Buffalo Bills,2000,00-0019356,Fred Jones,LB,72,73,1,0.33,0.33,Engine re-derivation after 2000 roster/override changes
BUF,Buffalo Bills,2000,00-0003356,Bill Conaty,LT,74,72,-2,0.33,0.33,Engine re-derivation after 2000 roster/override changes
BUF,Buffalo Bills,2000,00-0019368,Jon Carman,LT,74,72,-2,0.33,0.33,Engine re-derivation after 2000 roster/override changes
