priority,player_id,name,team_code,team_name,position,current_overall,suggested_overall,issue,reason,data_needed,confidence
1,00-0003320,Doug Colman,TEN,Tennessee Titans,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
1,00-0005105,Greg Favors,TEN,Tennessee Titans,LB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
1,00-0014260,Joe Salave'a,TEN,Tennessee Titans,DT,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
1,00-0013154,Darryl Pounds,WAS,Washington Redskins,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
1,00-0001922,Doug Brown,WAS,Washington Redskins,DT,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
1,00-0006722,Malcolm Hamilton,WAS,Washington Redskins,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
1,00-0004208,Tim Denton,WAS,Washington Redskins,CB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0003516,Chad Cota,IND,Indianapolis Colts,S,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0001762,Gregg Briggs,MIN,Minnesota Vikings,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0001272,Michael Bishop,NE,New England Patriots,QB,73,76,Starting-QB slot rated 73 on low-confidence evidence,QB is the most simulation-critical position; the room carried no recorded starts/box score to separate the starter from backups.,"Confirm the 1999 starter (games_started) or apply a curated override; rate the starter, leave backups lower.",low
2,00-0007834,Brock Huard,SEA,Seattle Seahawks,QB,71,76,Starting-QB slot rated 71 on low-confidence evidence,QB is the most simulation-critical position; the room carried no recorded starts/box score to separate the starter from backups.,"Confirm the 1999 starter (games_started) or apply a curated override; rate the starter, leave backups lower.",low
2,00-0005379,Glenn Foley,SEA,Seattle Seahawks,QB,73,76,Starting-QB slot rated 73 on medium-confidence evidence,QB is the most simulation-critical position; the room carried no recorded starts/box score to separate the starter from backups.,"Confirm the 1999 starter (games_started) or apply a curated override; rate the starter, leave backups lower.",medium
2,00-0008207,Waverly Jackson,IND,Indianapolis Colts,LG,76,,LG rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
2,00-0017611,Alvis Whitted,JAX,Jacksonville Jaguars,WR,76,,Skill player rated 76 on low-confidence evidence,No box-score production on file to confirm a rating this high.,"Box-score stats or recorded starts, or a curated override for a known contributor.",low
2,00-0009992,Chris Liwienski,MIN,Minnesota Vikings,LT,75,,LT rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
2,00-0011691,Mike Morris,MIN,Minnesota Vikings,C,76,,C rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
2,00-0011192,Frank Middleton,TB,Tampa Bay Buccaneers,LG,75,,LG rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
2,00-0012983,Pete Pierson,TB,Tampa Bay Buccaneers,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
2,00-0014169,Jon Runyan,TEN,Tennessee Titans,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
2,00-0012991,Zach Piller,TEN,Tennessee Titans,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
2,00-0014960,Keith Sims,WAS,Washington Redskins,LG,75,,LG rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
2,00-0016355,Bennie Thompson,BAL,Baltimore Ravens,CB,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0008339,DeRon Jenkins,BAL,Baltimore Ravens,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0017255,Keith Washington,BAL,Baltimore Ravens,EDGE,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0003838,Lional Dalton,BAL,Baltimore Ravens,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0004472,Marques Douglas,BAL,Baltimore Ravens,EDGE,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0002908,Martin Chase,BAL,Baltimore Ravens,DT,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0012849,Tyrell Peters,BAL,Baltimore Ravens,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0011629,Tim Morabito,CAR,Carolina Panthers,DT,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0015450,Alonzo Spellman,DAL,Dallas Cowboys,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0013536,Izell Reese,DAL,Dallas Cowboys,S,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0013012,Kavika Pittman,DAL,Dallas Cowboys,EDGE,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0009477,Clint Kriewaldt,DET,Detroit Lions,LB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0012463,Dan Owens,DET,Detroit Lions,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0004242,Jared DeVries,DET,Detroit Lions,EDGE,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0015711,Ryan Stewart,DET,Detroit Lions,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0016968,Jude Waddy,GB,Green Bay Packers,LB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0000457,Rodney Artmore,GB,Green Bay Packers,S,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0010645,Tod McBride,GB,Green Bay Packers,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0017012,Bracy Walker,KC,Kansas City Chiefs,CB,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0013418,Derrick Ransom,KC,Kansas City Chiefs,DT,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0017193,Eric Warfield,KC,Kansas City Chiefs,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0011640,Moses Moreno,LAC,San Diego Chargers,QB,77,,Starting-QB slot rated 77 on medium-confidence evidence,QB is the most simulation-critical position; the room carried no recorded starts/box score to separate the starter from backups.,"Confirm the 1999 starter (games_started) or apply a curated override; rate the starter, leave backups lower.",medium
2,00-0006918,Anthony Harris,MIA,Miami Dolphins,LB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0007614,Dwight Hollier,MIA,Miami Dolphins,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0008075,Larry Izzo,MIA,Miami Dolphins,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0001760,O.J. Brigance,MIA,Miami Dolphins,LB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0008853,Robert Jones,MIA,Miami Dolphins,LB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0004717,Chad Eaton,NE,New England Patriots,DT,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0003319,Ferric Collons,NE,New England Patriots,EDGE,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0014674,Kato Serwanga,NE,New England Patriots,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0008063,Steve Israel,NE,New England Patriots,CB,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0001247,Terry Billups,NE,New England Patriots,CB,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0005893,Tony George,NE,New England Patriots,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0006708,Bobby Hamilton,NYJ,New York Jets,EDGE,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0005082,James Farrior,NYJ,New York Jets,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0018078,Jason Wiltz,NYJ,New York Jets,DT,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0003231,Marcus Coleman,NYJ,New York Jets,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0015781,Omar Stoutmire,NYJ,New York Jets,S,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0011186,Ray Mickens,NYJ,New York Jets,CB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0010175,Rick Lyle,NYJ,New York Jets,EDGE,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0005609,Scott Frost,NYJ,New York Jets,S,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0010029,James Logan,SEA,Seattle Seahawks,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
2,00-0008941,Kerry Joseph,SEA,Seattle Seahawks,S,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0011463,Chris Mohr,BUF,Buffalo Bills,P,75,,P rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0004527,Scott Dreisbach,LV,Oakland Raiders,QB,70,,Starting-QB slot rated 70 on low-confidence evidence,QB is the most simulation-critical position; the room carried no recorded starts/box score to separate the starter from backups.,"Confirm the 1999 starter (games_started) or apply a curated override; rate the starter, leave backups lower.",low
3,00-0002720,Chris Carter,NE,New England Patriots,S,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0005377,Spencer Folau,BAL,Baltimore Ravens,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0013493,Anthony Redmon,CAR,Carolina Panthers,LG,75,,LG rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0015755,Bryan Stoltenberg,CAR,Carolina Panthers,LG,75,,LG rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0012081,Nate Newton,CAR,Carolina Panthers,LG,78,,LG rated 78 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0003762,Richie Cunningham,CAR,Carolina Panthers,K,77,,K rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0007226,Dale Hellestrae,DAL,Dallas Cowboys,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0010917,Everett McIver,DAL,Dallas Cowboys,LG,76,,LG rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0015663,Mark Stepnoski,DAL,Dallas Cowboys,C,76,,C rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0009307,Mike Kiselak,DAL,Dallas Cowboys,LG,77,,LG rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0014022,Juan Roque,DET,Detroit Lions,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0014660,Tony Semple,DET,Detroit Lions,LG,75,,LG rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0007215,Craig Heimburger,GB,Green Bay Packers,C,76,,C rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0000098,Louie Aguiar,GB,Green Bay Packers,P,75,,P rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0016990,Mike Wahle,GB,Green Bay Packers,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0009492,Brad Kubik,KC,Kansas City Chiefs,LG,75,,LG rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0016021,John Tait,KC,Kansas City Chiefs,LT,75,,LT rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0012569,Larry Parker,KC,Kansas City Chiefs,WR,76,,Skill player rated 76 on low-confidence evidence,No box-score production on file to confirm a rating this high.,"Box-score stats or recorded starts, or a curated override for a known contributor.",low
3,00-0015107,Brent Smith,MIA,Miami Dolphins,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0011758,Zefross Moss,NE,New England Patriots,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0013366,Ian Rafferty,NYJ,New York Jets,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0010222,J.P. Machado,NYJ,New York Jets,LG,76,,LG rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0010293,Siupeli Malamala,NYJ,New York Jets,LT,78,,LT rated 78 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0003474,Mondell Corbett,SEA,Seattle Seahawks,LG,76,,LG rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
3,00-0001647,Melvin Bradley,ARI,Arizona Cardinals,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0015976,Rashod Swinger,ARI,Arizona Cardinals,DT,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
