season,team_code,team_name,wins,losses,ties,team_strength,rating_source,rating_confidence,roster_file,notes
1967,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1967,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1967,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1967,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1967,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1967,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1967,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1967,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1967,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1967,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1967,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1967,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1967,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1967,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1968,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1968,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1968,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1968,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1968,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1968,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1968,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1968,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1968,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1968,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1968,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1968,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1968,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1968,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1968,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1968,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1968,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1968,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1968,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1968,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1968,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1968,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1968,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1968,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1968,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1968,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1969,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1969,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1969,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1969,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1969,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1969,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1969,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1969,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1969,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1969,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1969,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1969,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1969,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1969,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1969,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1969,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1969,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1969,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1969,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1969,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1969,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1969,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1969,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1969,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1969,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1969,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1970,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1970,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1970,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1970,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1970,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1970,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1970,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1970,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1970,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1970,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1970,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1970,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1970,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1970,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1970,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1970,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1970,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1970,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1970,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1970,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1970,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1970,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1970,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1970,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1970,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1970,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1971,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1971,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1971,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1971,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1971,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1971,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1971,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1971,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1971,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1971,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1971,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1971,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1971,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1971,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1971,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1971,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1971,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1971,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1971,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1971,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1971,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1971,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1971,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1971,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1971,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1971,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1972,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1972,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1972,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1972,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1972,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1972,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1972,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1972,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1972,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1972,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1972,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1972,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1972,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1972,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1972,MIA,Miami Dolphins,14,0,0,98,generated,0.7,,The Perfect Season (17-0 incl. playoffs). Partial sample roster.
1972,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1972,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1972,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1972,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1972,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1972,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1972,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1972,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1972,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1972,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1972,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1973,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1973,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1973,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1973,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1973,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1973,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1973,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1973,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1973,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1973,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1973,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1973,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1973,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1973,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1973,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1973,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1973,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1973,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1973,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1973,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1973,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1973,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1973,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1973,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1973,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1973,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1974,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1974,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1974,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1974,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1974,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1974,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1974,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1974,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1974,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1974,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1974,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1974,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1974,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1974,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1974,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1974,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1974,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1974,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1974,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1974,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1974,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1974,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1974,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1974,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1974,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1974,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1975,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1975,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1975,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1975,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1975,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1975,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1975,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1975,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1975,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1975,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1975,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1975,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1975,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1975,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1975,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1975,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1975,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1975,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1975,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1975,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1975,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1975,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1975,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1975,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1975,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1975,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1976,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1976,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1976,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1976,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1976,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1976,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1976,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1976,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1976,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1976,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1976,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1976,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1976,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1976,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1976,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1976,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1976,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1976,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1976,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1976,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1976,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1976,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1976,SEA,Seattle Seahawks,,,,70,generated,0.55,,nflverse import
1976,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1976,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1976,TB,Tampa Bay Buccaneers,,,,70,generated,0.55,,nflverse import
1976,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1976,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1977,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1977,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1977,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1977,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1977,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1977,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1977,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1977,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1977,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1977,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1977,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1977,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1977,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1977,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1977,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1977,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1977,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1977,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1977,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1977,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1977,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1977,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1977,SEA,Seattle Seahawks,,,,70,generated,0.55,,nflverse import
1977,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1977,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1977,TB,Tampa Bay Buccaneers,,,,70,generated,0.55,,nflverse import
1977,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1977,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1978,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1978,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1978,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1978,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1978,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1978,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1978,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1978,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1978,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1978,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1978,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1978,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1978,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1978,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1978,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1978,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1978,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1978,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1978,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1978,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1978,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1978,PIT,Pittsburgh Steelers,14,2,0,95,generated,0.7,,Steel Curtain dynasty. Partial sample roster.
1978,SEA,Seattle Seahawks,,,,70,generated,0.55,,nflverse import
1978,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1978,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1978,TB,Tampa Bay Buccaneers,,,,70,generated,0.55,,nflverse import
1978,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1978,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1979,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1979,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1979,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1979,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
1979,CIN,Cincinnati Bengals,,,,70,generated,0.55,,nflverse import
1979,CLE,Cleveland Browns,,,,70,generated,0.55,,nflverse import
1979,DAL,Dallas Cowboys,,,,70,generated,0.55,,nflverse import
1979,DEN,Denver Broncos,,,,70,generated,0.55,,nflverse import
1979,DET,Detroit Lions,,,,70,generated,0.55,,nflverse import
1979,GB,Green Bay Packers,,,,70,generated,0.55,,nflverse import
1979,IND,Indianapolis Colts,,,,70,generated,0.55,,nflverse import
1979,KC,Kansas City Chiefs,,,,70,generated,0.55,,nflverse import
1979,LAC,Los Angeles Chargers,,,,70,generated,0.55,,nflverse import
1979,LV,Las Vegas Raiders,,,,70,generated,0.55,,nflverse import
1979,MIA,Miami Dolphins,,,,70,generated,0.55,,nflverse import
1979,MIN,Minnesota Vikings,,,,70,generated,0.55,,nflverse import
1979,NE,New England Patriots,,,,70,generated,0.55,,nflverse import
1979,NO,New Orleans Saints,,,,70,generated,0.55,,nflverse import
1979,NYG,New York Giants,,,,70,generated,0.55,,nflverse import
1979,NYJ,New York Jets,,,,70,generated,0.55,,nflverse import
1979,PHI,Philadelphia Eagles,,,,70,generated,0.55,,nflverse import
1979,PIT,Pittsburgh Steelers,,,,70,generated,0.55,,nflverse import
1979,SEA,Seattle Seahawks,,,,70,generated,0.55,,nflverse import
1979,SF,San Francisco 49ers,,,,70,generated,0.55,,nflverse import
1979,LAR,Los Angeles Rams,,,,70,generated,0.55,,nflverse import
1979,TB,Tampa Bay Buccaneers,,,,70,generated,0.55,,nflverse import
1979,TEN,Tennessee Titans,,,,70,generated,0.55,,nflverse import
1979,WAS,Washington Commanders,,,,70,generated,0.55,,nflverse import
1980,ARI,Arizona Cardinals,,,,70,generated,0.55,,nflverse import
1980,ATL,Atlanta Falcons,,,,70,generated,0.55,,nflverse import
1980,BUF,Buffalo Bills,,,,70,generated,0.55,,nflverse import
1980,CHI,Chicago Bears,,,,70,generated,0.55,,nflverse import
